SMILES,SMILES_rdkit_final,logP,fu_in_vitro,REF_logP,REF_Fup
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CC[C@@H](O)C4)cc3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CCC(O)C4)cc3Cl)cc1)CCO2,2.55,0.241,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CCNC(=O)C4)cc3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CCNC(=O)C4)cc3Cl)cc1)CCO2,1.92,0.302,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)O)cc3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)O)cc3Cl)cc1)CCO2,3.05,0.056,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(Cl)cc3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(Cl)cc3Cl)cc1)CCO2,4.07,0.007,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CN4CC[C@H](O)C4=O)cc3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CN4CCC(O)C4=O)cc3Cl)cc1)CCO2,2.51,0.123,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(Cn4cccnc4=O)cc3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(Cn4cccnc4=O)cc3Cl)cc1)CCO2,3.02,0.225,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3cccc(Cl)c3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3cccc(Cl)c3Cl)cc1)CCO2,4.07,0.012,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3)cc1)CCO2,2.77,0.096,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)c(F)c1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)c(F)c1)CCO2,3.56,0.056,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)cc1)CCO2,3.42,0.036,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3F)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3F)cc1)CCO2,2.9,0.08,CHEMBL,CHEMBL
Nc1ncnc2c1C(=O)N(c1ccc(-c3ncccc3Cl)cc1)CCO2,Nc1ncnc2c1C(=O)N(c1ccc(-c3ncccc3Cl)cc1)CCO2,2.81,0.182,CHEMBL,CHEMBL
NC1=NC=NC2=C1N=CN2CCOCP(O)(O)=O,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,-1.59,0.96,HTTK,HTTK
Nc1ncnc2c1sc1cc(-c3cccc(C(=O)NCC(=O)N4CCOCC4)c3)ccc12,Nc1ncnc2c1sc1cc(-c3cccc(C(=O)NCC(=O)N4CCOCC4)c3)ccc12,2.68,0.053,CHEMBL,CHEMBL
Nc1ncnc2c1sc1cc(-c3cccc(C(=O)NCCc4cccnc4)c3)ccc12,Nc1ncnc2c1sc1cc(-c3cccc(C(=O)NCCc4cccnc4)c3)ccc12,4.46,0.014,CHEMBL,CHEMBL
Nc1ncnc2c1sc1cc(-c3cccc(-c4nn[nH]n4)c3)ccc12,Nc1ncnc2c1sc1cc(-c3cccc(-c4nn[nH]n4)c3)ccc12,3.27,0.012,CHEMBL,CHEMBL
NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,2.57,0.45,HTTK,
Nc1noc2c(N3CC[C@@H](NC(=O)c4ccc(-c5cncnc5)cc4Cl)C3)ncc(Cl)c12,Nc1noc2c(N3CCC(NC(=O)c4ccc(-c5cncnc5)cc4Cl)C3)ncc(Cl)c12,3.58,0.002,CHEMBL,CHEMBL
Nc1noc2c(N3CC[C@@H](NC(=O)c4ccc(-n5cnc(CCO)c5)cc4Cl)C3)ncc(Cl)c12,Nc1noc2c(N3CCC(NC(=O)c4ccc(-n5cnc(CCO)c5)cc4Cl)C3)ncc(Cl)c12,2.84,0.005,CHEMBL,CHEMBL
Nc1noc2c(N3CC[C@@H](NC(=O)c4ccc(-n5cnc6ccccc65)cc4Cl)C3)ncc(Cl)c12,Nc1noc2c(N3CCC(NC(=O)c4ccc(-n5cnc6ccccc65)cc4Cl)C3)ncc(Cl)c12,4.46,0.001,CHEMBL,CHEMBL
Nc1noc2c(N3CC[C@@H](NC(=O)c4ccc(-n5cnc6ncccc65)cc4Cl)C3)ncc(Cl)c12,Nc1noc2c(N3CCC(NC(=O)c4ccc(-n5cnc6ncccc65)cc4Cl)C3)ncc(Cl)c12,3.85,0.008,CHEMBL,CHEMBL
Nc1noc2c(N3CC[C@@H](NC(=O)c4ccc(-n5cnnc5)cc4Cl)C3)ncc(Cl)c12,Nc1noc2c(N3CCC(NC(=O)c4ccc(-n5cnnc5)cc4Cl)C3)ncc(Cl)c12,2.7,0.012,CHEMBL,CHEMBL
Nc1noc2c(N3CC[C@@H](NC(=O)c4ccc(-n5cnnc5C(F)F)cc4Cl)C3)ncc(Cl)c12,Nc1noc2c(N3CCC(NC(=O)c4ccc(-n5cnnc5C(F)F)cc4Cl)C3)ncc(Cl)c12,3.64,0.012,CHEMBL,CHEMBL
NCC(CC(O)=O)C1=CC=C(Cl)C=C1,NCC(CC(=O)O)c1ccc(Cl)cc1,-0.95,0.69,HTTK,HTTK
NC[C@H](NC(=O)c1ccc(-c2cc(F)c(Cl)c(F)c2)[nH]1)c1nc(CO)cs1,NCC(NC(=O)c1ccc(-c2cc(F)c(Cl)c(F)c2)[nH]1)c1nc(CO)cs1,2.99,0.00281,CHEMBL,CHEMBL
NCC(NC(=O)c1ccc(-c2cc(F)c(Cl)c(F)c2)[nH]1)c1ncc(CO)s1,NCC(NC(=O)c1ccc(-c2cc(F)c(Cl)c(F)c2)[nH]1)c1ncc(CO)s1,2.99,0.1,CHEMBL,CHEMBL
NC[C@H](NC(=O)c1ccc(-c2ccc(C(F)(F)F)c(F)c2)[nH]1)c1nc(CO)cs1,NCC(NC(=O)c1ccc(-c2ccc(C(F)(F)F)c(F)c2)[nH]1)c1nc(CO)cs1,3.22,0.00949,CHEMBL,CHEMBL
NCC1(CC(O)=O)CCCCC1,NCC1(CC(=O)O)CCCCC1,-1.1,0.97,HTTK,HTTK
NCc1cc(-c2cccc(C(=O)Nc3ccccc3CC(=O)O)c2)ccc1Cl,NCc1cc(-c2cccc(C(=O)Nc3ccccc3CC(=O)O)c2)ccc1Cl,4.35,0.021,CHEMBL,CHEMBL
NCC1CCC(CC1)C(O)=O,NCC1CCC(C(=O)O)CC1,-2.11,0.97,HTTK,HTTK
NCc1ccc(NC(=O)N(CCCCO)Cc2ccc(C(=O)NO)cc2)cc1,NCc1ccc(NC(=O)N(CCCCO)Cc2ccc(C(=O)NO)cc2)cc1,2.07,0.981,CHEMBL,CHEMBL
NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2C1CCOCC1,NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2C1CCOCC1,3.56,0.548,CHEMBL,CHEMBL
NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F,NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F,4.56,0.67,CHEMBL,CHEMBL
NCc1ccccc1n1nc(cc1C(=Nc1ccc(cc1F)c1ccccc1S(=O)(=O)N)O)C(F)(F)F,NCc1ccccc1-n1nc(C(F)(F)F)cc1C(O)=Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1F,,0.11,,Watanabe
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,-1.9,1,HTTK,HTTK
NCCC(O)(P(O)(O)=O)P(O)(O)=O,NCCC(O)(P(=O)(O)O)P(=O)(O)O,-1.35,0.7,HTTK,HTTK
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,-1.51,0.88,HTTK,HTTK
NCCCNC(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)s1,NCCCNC(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)s1,4.46,0,CHEMBL,CHEMBL
NCCNc1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,NCCNc1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,2.6,0,CHEMBL,CHEMBL
NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,NCCNc1nonc1C(=NO)Nc1ccc(F)c(Br)c1,1.59,0.061,CHEMBL,CHEMBL
NCCOCCOCCOCCOCCOCCOCCOCCC(=O)N1CCC(c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)CC1,NCCOCCOCCOCCOCCOCCOCCOCCC(=O)N1CCC(c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)CC1,7.06,0.0048,CHEMBL,CHEMBL
NNC(=O)C1=CC=NC=C1,NNC(=O)c1ccncc1,-0.7,1,HTTK,HTTK
NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.03,0.012,HTTK,HTTK
NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.85,0.24,HTTK,HTTK
NS(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,NS(=O)(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,0.98,0.02,CHEMBL,CHEMBL
NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,0.274,HTTK,HTTK
NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3cccc(F)c3)c3nccs3)CC2)cc1,NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3cccc(F)c3)c3nccs3)CC2)cc1,3.35,0.17,CHEMBL,CHEMBL
NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)C3CCCC3)CC2)cc1,NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)C3CCCC3)CC2)cc1,3.29,0.291,CHEMBL,CHEMBL
NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)c3nccs3)CC2)cc1,NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)c3nccs3)CC2)cc1,2.6,0.267,CHEMBL,CHEMBL
NS(=O)(=O)c1cccc(-c2ccc3nccc(-c4ccnc(C(F)(F)F)c4)c3n2)c1,NS(=O)(=O)c1cccc(-c2ccc3nccc(-c4ccnc(C(F)(F)F)c4)c3n2)c1,4.03,0.1,CHEMBL,CHEMBL
NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1cccc(Cl)c1,NS(=O)(=O)CC(=O)NCCSc1nonc1C(=NO)Nc1cccc(Cl)c1,0.47,0.046,CHEMBL,CHEMBL
NS(=O)(=O)CC1=NOC2=C1C=CC=C2,NS(=O)(=O)Cc1noc2ccccc12,0.48,0.6,HTTK,
NS(=O)(=O)CCc1ccccc1,NS(=O)(=O)CCc1ccccc1,0.52,0.6072,CHEMBL,CHEMBL
NS(=O)(=O)N1CCC(C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1,NS(=O)(=O)N1CCC(C(=O)C(=NO)Nc2ccc(F)c(Br)c2)CC1,1.27,0.036,CHEMBL,CHEMBL
NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,NS(=O)(=O)NCCNc1nonc1C(=NO)Nc1ccc(F)c(Br)c1,0.42,0.023,CHEMBL,CHEMBL
NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,NS(=O)(=O)NCCNc1nonc1C(=NO)Nc1ccc(F)c(Cl)c1,0.32,0.038,CHEMBL,CHEMBL
NS1(=O)=NC(=O)c2ccccc21,NS1(=O)=NC(=O)c2ccccc21,0.54,0.4,CHEMBL,CHEMBL
C1=C(C=C2C(=C1O)O[Bi]O2)C(=O)O.O,O.O=C(O)c1cc(O)c2c(c1)O[Bi]O2,2.47,0.1,HTTK,
C1=CC=C2C(=C1)C(=O)O[Bi]O2.O,O.O=C1O[Bi]Oc2ccccc21,1.91,0.1,HTTK,
O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CC[S+]([O-])CC4)cc3)C2)o1,O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CC[S+]([O-])CC4)cc3)C2)o1,2.62,0.223,CHEMBL,CHEMBL
O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCOCC4)c(F)c3)C2)o1,O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCOCC4)c(F)c3)C2)o1,3.03,0.066,CHEMBL,CHEMBL
O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCOCC4)cc3)C2)o1,O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCOCC4)cc3)C2)o1,2.89,0.038,CHEMBL,CHEMBL
O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCSCC4)cc3)C2)o1,O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCSCC4)cc3)C2)o1,3.61,0.015,CHEMBL,CHEMBL
O=[N+]([O-])c1ccc2c(c1)CCN2c1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(Cl)c1,O=[N+]([O-])c1ccc2c(c1)CCN2c1ccc(OC2OC(CO)C(O)C(O)C2O)c(Cl)c1,1.12,0.01,CHEMBL,CHEMBL
O=[N+]([O-])c1ccc2c(c1)CCN2c1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,O=[N+]([O-])c1ccc2c(c1)CCN2c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,0.47,0.05,CHEMBL,CHEMBL
O=[N+]([O-])c1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,O=[N+]([O-])c1ccc2c(ccn2-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(Cl)c2)c1,1.37,0.01,CHEMBL,CHEMBL
O=[N+]([O-])c1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(F)c2)c1,O=[N+]([O-])c1ccc2c(ccn2-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(F)c2)c1,0.86,0.05,CHEMBL,CHEMBL
O=[N+]([O-])c1ccc2nc(COCc3nc4ccc([N+](=O)[O-])cc4[nH]3)[nH]c2c1,O=[N+]([O-])c1ccc2nc(COCc3nc4ccc([N+](=O)[O-])cc4[nH]3)[nH]c2c1,2.97,0.0086,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)O[C@@H](COc1ccc(-c3ccc(F)cc3)nc1)CC2,O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)nc1)CC2,3.22,0.035,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1ccc(OC(F)(F)F)cc1)C2,O=[N+]([O-])c1cn2c(n1)OCC(Oc1ccc(OC(F)(F)F)cc1)C2,2.53,0.148,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCCCC3)c(F)c1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(N3CCCCC3)c(F)c1)C2,2.9,0.144,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCCCC3)cc1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(N3CCCCC3)cc1)C2,2.76,0.17,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCCCC3)nc1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(N3CCCCC3)nc1)C2,2.15,0.233,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCOCC3)c(F)c1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(N3CCOCC3)c(F)c1)C2,1.74,0.487,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCOCC3)cc1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(N3CCOCC3)cc1)C2,1.61,0.606,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCOCC3)nc1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(N3CCOCC3)nc1)C2,1,0.855,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCSCC3)c(F)c1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(N3CCSCC3)c(F)c1)C2,2.46,0.168,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCSCC3)cc1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(N3CCSCC3)cc1)C2,2.32,0.255,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(OC(F)(F)F)cc1)C2,2.67,0.240333333,CHEMBL,CHEMBL
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(SC(F)(F)F)cc1)C2,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(SC(F)(F)F)cc1)C2,3.38,0.4,CHEMBL,CHEMBL
[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1.62,0.4,HTTK,HTTK
O=[PH](O)CCc1ccccc1,O=[PH](O)CCc1ccccc1,1.7,0.0886,CHEMBL,CHEMBL
O=C([O-])c1ccc(-c2ccc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1.[Na+],O=C([O-])c1ccc(-c2ccc(Cl)c(OC3OC(CO)C(O)C(O)C3O)c2)cc1.[Na+],0.88,0.13,CHEMBL,CHEMBL
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1.[Na+],O=C([O-])c1ccc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(Cl)c2)cc1.[Na+],0.88,0.11,CHEMBL,CHEMBL
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1.[Na+],O=C([O-])c1ccc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)cc1.[Na+],0.23,0.27,CHEMBL,CHEMBL
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2Cl)cc1.[Na+],O=C([O-])c1ccc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2Cl)cc1.[Na+],0.88,0.17,CHEMBL,CHEMBL
O=C([O-])c1ccc(-c2cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1.[Na+],O=C([O-])c1ccc(-c2cccc(OC3OC(CO)C(O)C(O)C3O)c2)cc1.[Na+],0.23,0.19,CHEMBL,CHEMBL
O=C([O-])c1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1.[Na+],O=C([O-])c1ccc2c(ccn2-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(Cl)c2)c1.[Na+],1.16,0.07,CHEMBL,CHEMBL
O=C([O-])CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(Cl)cc3)nc2)C1=O.[Na+],O=C([O-])CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(Cl)cc3)nc2)C1=O.[Na+],2.27,0.009,CHEMBL,CHEMBL
O=C(C#Cc1ccccc1)NCCN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1,O=C(C#Cc1ccccc1)NCCN1CCC2(CC1)C(=O)NCC2c1ccc(F)cc1,2.29,0.00138,CHEMBL,CHEMBL
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-c3cnco3)ncc(F)c12,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-c3cnco3)ncc(F)c12,2.52,0.008,CHEMBL,CHEMBL
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3cncn3)ncc(F)c12,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3cncn3)ncc(F)c12,1.45,0.03,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cc[nH]n1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cc[nH]n1,3.73,0.05,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccc(Cl)nn1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccc(Cl)nn1,4.45,0.04,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccc(F)cn1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccc(F)cn1,4.54,0.024,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccc(C(F)(F)F)n1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccc(C(F)(F)F)n1,5.42,0.004,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccc(F)c1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccc(F)c1,5.14,0.003,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccccc1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccccc1,5,0.006,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccccn1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccccn1,4.4,0.04,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccnc1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccnc1,4.4,0.04,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccnn1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccnn1,3.79,0.1,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccncc1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccncc1,4.4,0.05,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccncn1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccncn1,3.79,0.11,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccon1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccon1,3.99,0.18,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cncc(Cl)n1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cncc(Cl)n1,4.45,0.015,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cnccn1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cnccn1,3.79,0.075,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ncccc1F,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ncccc1F,4.54,0.06,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ncco1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ncco1,3.99,0.15,CHEMBL,CHEMBL
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1nncs1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1nncs1,3.86,0.06,CHEMBL,CHEMBL
