SMILES,molecular_weight,logP,pKa,solubility,permeability,plasma_protein_binding,fu_in_vitro
CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,700.8 g/mol,,,,,98.5,
COC1=C(C=C(C=C1)C(F)(F)F)N2[C@H](C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,572.55 g/mol,4.6,,,,98.4,
C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,534.5642 g/mol,0.8,,,,96.0,
C1CC(CCC1CNC(=O)CN2CCN(CCN(CCN(CC2)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)N[C@@H](CC3=CC4=CC=CC=C4C=C3)C(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O.[177Lu+3],1216.1 g/mol,,,,,65.0,
CC1=NC2=CC=CC(=C2C(=O)N1C3CCC(=O)NC3=O)N,286.2896 g/mol,,,,,38.0,
C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)NC(=O)CN4CCOCC4,373.4891 g/mol,,,,,30.0,
C1=CC=C(C=C1)C(=O)NCC(=O)O,179.17 g/mol,,,,,69.0,
C[C@@H](CNC1=NC=CC(=N1)C2=CN(N=C2C3=C(C(=CC(=C3)Cl)NS(=O)(=O)C)F)C(C)C)NC(=O)OC,540.0173 g/mol,2.59,4.51,,11.92,86.0,
CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5,487.5043 g/mol,2.2,5.7,,11.0,90.6,
C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5,450.6 g/mol,,,2.09,18.2,97.7,0.023
C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(C[C@@]4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=CC=CC=C6,549.5504 g/mol,,,0.0055,,87.0,
CC(C)OC(=O)C1=CN=C(N=C1C2=CN(C3=CC=CC=C32)C)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,585.6966 g/mol,4.65,2.5,,15.0,99.3,0.63
CC1=C(C=NN1)C2=CC3=C(S2)C(=O)NC(=N3)[C@@H]4CC5CCN4CC5,341.4307 g/mol,,,,,,
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F,538.5801 g/mol,,,,,99.6,
COC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)NS(=O)(=O)O)C3=CSC(=N3)C4=CC=CS4,586.7114 g/mol,,,15,,,
CC1=C(C=CC(=C1)N2CCN(CC2)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)F)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,682.734 g/mol,,,,,96.6,
CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,480.5296 g/mol,,2.07,,219.0,97.1,
CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,380.3566 g/mol,,,0.0275,2.49,74.0,
CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C,427.55 g/mol,4.67,8.6,,,95.0,
CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)N[C@@H](C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC,533.6088 g/mol,3.87,6.71,,15.005,97.1,
CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,387.481 g/mol,,,,,80.5,
CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C(=C)F,604.1 g/mol,5.02,3.33,0.0055,6.84,97.7,0.04
CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F,390.46 g/mol,,,,,94.0,
CC1=NC=C(N1CC(C)O)[N+](=O)[O-],185.18 g/mol,,,,,5.0,
CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,510.3649 g/mol,3.7,,,,99.8,
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,499.5265 g/mol,1.84,,,0.925,69.0,0.3145
C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(C[C@@]4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F,603.5207 g/mol,,,0.0055,285.0,95.3,
C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,311.5 g/mol,,,,,90.0,
CC1=NN(C=N1)C2=NC=C(C3=C2N(C=C3C(=O)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)COP(=O)(O)O)OC,583.4954 g/mol,,,,,,
CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4,532.6 g/mol,3.6,2.9,,0.08,,0.0005
CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C,274.405 g/mol,,,,,92.0,
CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,525.6099 g/mol,,3.19,,,97.3,
CC1=NN(C=N1)C2=NC=C(C3=C2NC=C3C(=O)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)OC,473.4907 g/mol,,,,,88.4,
CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O,337.3771 g/mol,,,0.03,,99.8,
CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F,377.3642 g/mol,,,,,57.5,
CC1=C(C(=CC=C1)F)C(=O)N2CCC[C@@H]([C@@H]2C3=CC=C(C=C3)NC4CCCC4)C(=O)NC5=CC(=C(C=C5)C)C(F)(F)F,581.6505 g/mol,,4.7,0.0055,30.7,99.9,
C[C@H]1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,560.6 g/mol,,8.06,,,89.0,
COC1=C(SC=C1)CNCC[C@]2(CCOC3(C2)CCCC3)C4=CC=CC=N4,386.557 g/mol,,,5.5,,77.0,
C(CCCCCCCC1=NNN=N1)CCCCCCCC(=O)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@@H](C(=O)O)N)C(=O)N)C(=O)O)C(=O)O,1310.5475 g/mol,,,,,99.0,
C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,268.742 g/mol,,6.2,,,50.0,
C[C@@H]1CN[C@H](C(=O)N([C@@H](C(=O)N[C@@H](C(=O)NCCCC2=CC=CC=C2O1)CC3=CC=C(C=C3)F)C)C)C4CC4,538.6601 g/mol,,,,,99.8,
CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,351.8 g/mol,,,,,65.0,
CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,429.6 g/mol,5.13,5,,28.9,99.2,
C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,270.21 g/mol,,3.1,0.02,,99.6,
CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC,446.552 g/mol,,,0.0055,,99.8,
C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F,428.4408 g/mol,1.7,2,,,70.0,
CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC,345.42 g/mol,,9.29,0.36,,96.0,
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,357.432 g/mol,,,,,99.8,
CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,401.844 g/mol,,,,,91.0,
CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,448.948 g/mol,5,,,,98.0,
CC1=CC2=C([C@@H]3[C@@H]4[C@H]5C6=C(C(=C7C(=C6[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O,784.9 g/mol,,,,,99.0,
CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C,509.596 g/mol,,,,,10.0,
C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,405.3553 g/mol,1.58,7.8,2.9,,99.8,
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,430.37 g/mol,2.49,12,0.005,,96.1,
C1CN(C(=O)C(=C1O)C(=O)NCC(=O)O)CC2=CN=C(C=C2)OC3=CC=C(C=C3)Cl,431.8 g/mol,,,,,99.0,
CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,477.4405 g/mol,2.89,9.7,,42.3,96.0,
CC(C)[C@@H](CS(=O)(=O)C(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,568.5522 g/mol,,4.35,,,97.5,
CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O,392.409 g/mol,,,,,95.0,
CC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C3=NC=CC=N3)C,359.5 g/mol,,,,,71.8,
C1=CC=C(C(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,286.2782 g/mol,-0.86,,,,,
CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)NCCS(=O)(=O)O)C)C)O,527.8 g/mol,,,,,99.78,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,670.85 g/mol,,,,,98.0,
CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,529.7807 g/mol,,,,,25.0,
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,386.557 g/mol,,,,,93.0,
CC(C)(C)CNCC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,556.656 g/mol,,,,,20.0,
CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,305.419 g/mol,,8.6,,,99.0,
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,388.892 g/mol,,,,,98.8,
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,344.3106 g/mol,,,,,,
C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)NC(=O)C(C)(F)F,554.7 g/mol,,7.26,0.0055,2.325,97.0,
CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5,452.5156 g/mol,3.8,1.57,0.0055,0.294,99.9,
C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,238.196 g/mol,,,,,34.0,
CC(C)(CC1=CC=C(C=C1)OC)NC[C@@H](C2=C3C(=CC(=C2)O)NC(=O)CO3)O,"422.9 (salt), 386.5 (base) g/mol",,,,,60.0,
COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@H]4CO)Cl,483.9574 g/mol,,,0.0055,44.6,99.0,
CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N4CCC[C@H]4C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N7CCC[C@H]7C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)O)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C(C)(C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CC=C(C=C8)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC9=CC=CC=C9)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC1=CC=C(C=C1)O)N,4813.53 g/mol,,,,,99.0,
CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,259.347 g/mol,,,,27.3,82.0,
CC(C)(C)C[C@H]1[C@]([C@H]([C@@H](N1)C(=O)NC2=C(C=C(C=C2)C(=O)O)OC)C3=C(C(=CC=C3)Cl)F)(C#N)C4=C(C=C(C=C4)Cl)F,616.4891 g/mol,,4,,0.8,,
CC(C)N1CCN(CC1)CC2=CN=C(O2)C3=C4C=NNC4=CC(=C3)C5=C6C=CNC6=CC=C5,440.5482 g/mol,4.01,8.47,,,97.9,
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,371.87 g/mol,2.9,6.74,,,92.0,
CS(=O)(=O)C1=C2[C@@H]([C@@H]([C@@H](C2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)F)F)O,383.3417 g/mol,,,0.01,,45.0,
C[C@](C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N,498.558 g/mol,3.2,6.97,,7.9,98.8,
C1=C2C(=NC=NN2C(=C1)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)C#N)N,291.2627 g/mol,,,,,2.0,
C[C@]12CC[C@H]3[C@H]([C@@H]1[C@H]([C@H]([C@@H]2O)O)O)CCC4=C3C=CC(=C4)O,304.3836 g/mol,,,0.308,18.0,48.0,
CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C(=O)O)O,344.4 g/mol,,,,,97.9,
C1CN(CC2=NC(=CC=C2)CN(CCN1C(CCC(=O)NCC(CO)O)C(=O)[O-])C(CCC(=O)NCC(CO)O)C(=O)[O-])C(CCC(=O)NCC(CO)O)C(=O)[O-].[Gd+3],970.0912 g/mol,,,,,1.8,
C[C@@H](C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4[C@@H](COC4=O)C(F)F,407.37 g/mol,0.96,3.12,,,37.0,0.63
CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C,375.555 g/mol,,,,,96.0,
C1CN2C(=NC(=N2)C(F)(F)F)CN1C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,472.4004 g/mol,,,,,77.95,
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,432.4 g/mol,2.05,3.92,,,98.0,
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CS[C@@H]4CC[C@H](C[C@H]4O)N)C,567.79 g/mol,4.3,,,,97.1,
C[C@@H]1CCCN1CCCOC2=CC=C(C=C2)N3C=C(C=N3)C(=O)N4CCOCC4,398.504 g/mol,,9.42,,,31.7,
CC[C@H](C(=O)O)OC1=CC=CC(=C1)CN(CCCOC2=CC=C(C=C2)OC)C3=NC4=CC=CC=C4O3,490.553 g/mol,5.04,3.58,,4.9,99.0,
CCC1=C2C(=NN1CCOC)C(=O)NC(=N2)C3=C(N=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC,519.6237 g/mol,,,,,44.8,
C1CC1COC2=C(C=CC(=C2)C(=O)N=C3C(=CN(C=C3Cl)O)Cl)OC(F)F,419.2 g/mol,,,,,97.0,
CN(C)P(=O)(N1CCN(CC1)C(=O)OCCOCCOCCO)OC[C@@H]2CNC[C@@H](O2)N3C=CC(=NC3=O)N,7584.5 g/mol,,,,,20.0,
C1CCC(C1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC5=C4CC[C@@H]5CC(=O)O)C(F)(F)F,457.5 g/mol,7.4,4.5,,,97.9,
COCCOC(=O)NCCCCC(CCN1CCC[C@H]1C(=O)O)NC(=O)OCCOC,60000 g/mol,-1.3,,,,,
COC1=CC(=CC(=C1)C#CC2=NN(C3=NC=NC(=C23)N)[C@H]4CCN(C4)C(=O)C=C)OC,418.4485 g/mol,3.3,3.24,,24.4,95.6,
CC(C)(C(=O)O)SC1=C(C=NC=C1)C2=CC=C(C3=CC=CC=C32)C#N,348.4244 g/mol,,,,35.8,,
C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,458.0028 g/mol,2.5,9,,,,0.63
CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.288 g/mol,,,,,,
CCC[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N,384.3 g/mol,,,,4.9,,
CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4,424.4394 g/mol,,,,,74.0,
C1C[C@H]([C@@H](NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O,414.6853 g/mol,,,,4.73,,
CC(C)(C)[C@@H]1COC2=CC(=C(C=C2C3=CC(=O)C(=CN13)C(=O)O)OC)OCCCOC,431.5 g/mol,,,,,57.2,
C[C@H]1C[C@@H](CN(C1)C2=C(C3=C(C=C2)C(=O)C(=CN3C4CC4)C(=O)O)OC)N,371.4345 g/mol,,,,,16.0,
CC1=CC=CC=C1OCC(CNCCOC2=CC=C(C=C2)C(=O)N)O,344.409 g/mol,,,,,65.2,
C1C[C@@H]2C[C@H]1N3[C@H](O2)CN4C=C(C(=O)C(=C4C3=O)O)C(=O)NCC5=C(C=C(C=C5F)F)F,471.4 g/mol,2.1,8.3,0.1,6.2,99.0,0.25
C1CNC[C@@H]1N2CC/C(=C\C3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=N\O)/C5=NSC(=N5)N)SC3)C(=O)O)/C2=O,534.6 g/mol,,,,,16.0,
CC[C@@H]1CN2CCC3=C([C@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)NC4=C3C(=CC=C4)OC,398.5 g/mol,,,,14.18,,0.04
C[C@]1(CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)CN5C=C(C=N5)C#N)C)O,409.57 g/mol,,,0.0055,5.6,98.8,
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,311.422 g/mol,,,,,90.0,
CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,426.5 g/mol,,,,9.92,97.0,
CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O,240.2132 g/mol,2.3,,,,,
CC1=C(C=C(C=C1NC(=O)C2=C(C=C(C=C2)C3CC3)F)F)C4=C(C(=NC=N4)N)OCCN(C)C(=O)C=C,507.5318 g/mol,2.8,4.1,,17.0,,0.047
CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)/C=C/C(=O)NO,349.4091 g/mol,,,,5.2,,
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC(=C(C=C3)C4=CC=CC=C4S(=O)(=O)NC5=NOC(=C5C)C)COCC,592.8 g/mol,4.26,4.09,0.55,,99.1,
CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,310.4628 g/mol,,,,16.0,,
CC(C)(C(=O)O)O/N=C(\C1=CSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-].C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)O)C(=O)N,636.6 g/mol,,,,,,
CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,560.6456 g/mol,,2.54,,,99.78,
CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC4CCN(CC4)C(=O)OC,455.5993 g/mol,,,,,,
COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(CCC3)C(=O)O)F,355.3632 g/mol,,,,,,
CC1=CC(=C(C(=O)N1)CNC(=O)C2=CC(=C3C(=C2C)O[C@@](O3)(C)C4CCC(CC4)N(C)C)Cl)C,488 g/mol,,,,,94.5,
CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,437.5257 g/mol,,2.1,,17.7,99.0,
CN(C)CC1=CN(N=C1C2=CC=CC=C2)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N5CCOCC5)OC,554.6428 g/mol,4.38,2.2,,4.56,99.2,0.2655
CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O,1292.26 g/mol,,,,,99.0,
COC(=O)NC1=C(N=C(N=C1N)C2=NN(C3=C2C=C(C=N3)F)CC4=CC=CC=C4F)N,426.3854 g/mol,,4.7,,,97.8,
CNC1(CCCCC1=O)C2=CC=CC=C2Cl,237.728 g/mol,,,,,72.5,
CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,246.3518 g/mol,,,,,47.6,
C1CC2=CC(=NC=C2OC1)CNC3CCN(CC3)C[C@@H]4CN5C(=O)C=CC6=C5N4C(=O)C=N6,448.5242 g/mol,0.16,8.83,,,33.0,
CN(C)C(=O)CCS[C@@H](C1=CC=CC(=C1)/C=C/C2=NC3=C(C=CC(=C3)Cl)C=C2)SCCC(=O)O,515.0953 g/mol,,,,,99.8,
CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,382.889 g/mol,5.2,,,,97.0,
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,306.443 g/mol,4.2,,,,95.0,
CC(C)C[C@H](C(=O)N[C@H](CCCCN)C(=O)N1CCC(CC1)(C(=O)O)N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC3=CC=CC=C3)N,679.8577 g/mol,,2.4,,,25.5,
CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5,552.7196 g/mol,,,29,,94.0,0.095
CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,397.4287 g/mol,,,,0.7,,
C[C@@H]1N=C(NC(=N1)N(C)C)N,155.2037 g/mol,,,,,5.85,
CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]3(C[C@H]3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)[C@@H](NC(=O)O[C@@H]5C[C@H]5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,868.9418 g/mol,,,,,99.0,
CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,427.5225 g/mol,,6.4,,,95.0,
CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3,313.4 g/mol,,,,,97.0,
C[C@@H]1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3,337.377 g/mol,,,,,77.5,
C1=CN=C(C=N1)NNC(=O)/C=C\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,443.3099 g/mol,,,,,95.0,
CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C,813.9723 g/mol,,,,,15.0,
C1CN(C(=O)N[C@@H]1O)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,268.2146 g/mol,,,,,,
